date,training_load,totalDistanceMeters,floorsAscendedInMeters,sleepingSeconds,bodyBatteryMostRecentValue,averageStressLevel,restingHeartRate,maxHeartRate,intensityMinutes,activeKilocalories,totalSteps,floorsAscended,5K_prediction,10K_prediction,HalfMarathon_prediction,Marathon_prediction,sleep_score,CTL,ATL,TSB
2024-12-26,39.4649658203125,5322.0,42.672,30325.0,33.0,30.0,51.0,129.0,0.0,513.0,6736.0,14.0,0:19,0:40,1:32,3:27,84.0,86.8,43.8,43.0
2024-12-27,47.003326416015625,5255.0,64.561,28500.0,12.0,38.0,48.0,139.0,0.0,712.0,6651.0,21.18143,0:19,0:41,1:32,3:29,83.0,85.8,44.2,41.6
2024-12-28,72.98979187011719,3313.0,37.897,24840.0,7.0,35.0,54.0,142.0,0.0,586.0,4233.0,12.4334,0:19,0:40,1:32,3:28,49.0,85.5,48.0,37.5
2024-12-29,0.0,7066.0,18.288,22871.0,16.0,28.0,53.0,103.0,0.0,190.0,9029.0,6.0,0:20,0:42,1:35,3:34,74.0,83.5,41.7,41.9
2024-12-30,14.318450927734377,9964.0,18.288,29624.0,9.0,36.0,53.0,126.0,0.0,926.0,12616.0,6.0,0:20,0:42,1:35,3:36,87.0,81.9,38.0,43.9
2024-12-31,94.97512817382812,17331.0,91.539,19920.0,5.0,40.0,53.0,155.0,0.0,857.0,18902.0,30.03248,0:19,0:42,1:35,3:35,63.0,82.2,45.6,36.6
2025-01-01,2.17236328125,11163.0,43.636,29580.0,21.0,42.0,50.0,114.0,0.0,567.0,14238.0,14.31627,0:19,0:42,1:35,3:36,38.0,80.3,39.8,40.5
2025-01-02,177.02081298828125,31118.0,99.423,30874.0,41.0,19.0,47.0,162.0,0.0,1507.0,35047.0,32.61909,0:19,0:41,1:33,3:33,91.0,82.6,58.1,24.5
2025-01-03,0.0,15867.0,35.519,25440.0,35.0,24.0,49.0,100.0,0.0,424.0,20266.0,11.65322,0:19,0:41,1:33,3:34,90.0,80.6,50.3,30.3
2025-01-04,233.123046875,21722.0,83.846,26520.0,24.0,31.0,50.0,164.0,0.0,1063.0,22025.0,27.50853,0:19,0:40,1:32,3:33,84.0,84.2,74.7,9.5
2025-01-05,1.270751953125,4490.0,10.443,30120.0,25.0,29.0,48.0,111.0,0.0,175.0,5737.0,3.42618,0:19,0:41,1:33,3:34,87.0,82.3,64.9,17.4
2025-01-06,304.8453521728516,25648.0,405.566,27900.0,16.0,36.0,53.0,174.0,0.0,1535.0,24670.0,133.05971,0:19,0:40,1:32,3:30,68.0,87.5,96.8,-9.3
2025-01-07,0.0,3875.0,6.282,22920.0,29.0,27.0,52.0,107.0,0.0,141.0,4952.0,2.06102,0:19,0:40,1:32,3:30,81.0,85.5,84.0,1.5
2025-01-08,193.59071350097656,15779.0,79.258,22181.0,13.0,28.0,49.0,151.0,0.0,1019.0,15491.0,26.00328,0:19,0:40,1:32,3:30,77.0,88.0,98.6,-10.6
2025-01-09,0.0,5984.0,18.956,23992.0,33.0,28.0,53.0,108.0,0.0,256.0,7641.0,6.21916,0:19,0:40,1:32,3:30,80.0,85.9,85.4,0.5
2025-01-10,203.27023315429688,19086.0,73.748,18960.0,11.0,32.0,51.0,163.0,0.0,1037.0,19302.0,24.19554,0:19,0:40,1:32,3:30,67.0,88.7,101.1,-12.4
2025-01-11,139.2274627685547,13919.0,82.879,30506.0,7.0,39.0,55.0,164.0,0.0,1137.0,14451.0,27.19127,0:19,0:40,1:32,3:30,48.0,89.9,106.2,-16.3
2025-01-12,396.7569427490234,21951.0,124.978,31692.0,7.0,38.0,52.0,184.0,0.0,1652.0,19311.0,41.00328,0:19,0:40,1:32,3:29,89.0,97.1,144.9,-47.8
2025-01-13,0.0,3281.0,7.433,27000.0,30.0,28.0,52.0,105.0,0.0,169.0,4174.0,2.43865,0:19,0:40,1:32,3:31,86.0,94.8,125.6,-30.8
2025-01-14,11.940872192382812,4158.0,9.891,24405.0,31.0,28.0,51.0,133.0,0.0,330.0,5303.0,3.24508,0:19,0:40,1:32,3:32,78.0,92.9,110.5,-17.6
2025-01-15,170.4383087158203,15859.0,143.256,22702.0,17.0,28.0,49.0,166.0,0.0,1101.0,15789.0,47.0,0:19,0:40,1:32,3:33,83.0,94.7,118.4,-23.8
2025-01-16,181.88034057617188,16539.0,76.2,20522.0,25.0,24.0,49.0,165.0,0.0,847.0,16314.0,25.0,0:19,0:40,1:32,3:32,63.0,96.7,126.9,-30.1
2025-01-17,125.99958801269533,16808.0,101.889,22020.0,26.0,23.0,47.0,157.0,0.0,776.0,18036.0,33.42815,0:19,0:40,1:32,3:32,78.0,97.4,126.8,-29.3
2025-01-18,38.806243896484375,6700.0,7.044,26100.0,24.0,29.0,52.0,138.0,0.0,595.0,8154.0,2.31102,0:19,0:40,1:32,3:32,84.0,96.0,115.1,-19.0
2025-01-19,280.417236328125,19370.0,92.175,24360.0,11.0,39.0,50.0,178.0,0.0,1112.0,17404.0,30.24114,0:19,0:40,1:32,3:33,80.0,100.4,137.1,-36.7
2025-01-20,0.0,3255.0,0.0,24863.0,38.0,22.0,50.0,100.0,0.0,129.0,4159.0,0.0,0:19,0:40,1:32,3:33,79.0,98.0,118.8,-20.8
2025-01-21,127.43592834472656,9985.0,61.444,24720.0,27.0,31.0,50.0,161.0,0.0,574.0,9384.0,20.15879,0:19,0:40,1:32,3:33,83.0,98.7,120.0,-21.3
2025-01-22,36.35421752929688,5554.0,4.101,21120.0,21.0,27.0,50.0,154.0,0.0,573.0,6964.0,1.34547,0:19,0:40,1:32,3:33,74.0,97.3,108.8,-11.6
2025-01-23,0.0,3470.0,10.996,24120.0,21.0,25.0,50.0,104.0,0.0,109.0,4415.0,3.60761,0:19,0:40,1:32,3:33,80.0,95.0,94.4,0.6
2025-01-24,135.85595703125,12906.0,74.522,21378.0,13.0,36.0,54.0,167.0,0.0,721.0,13049.0,24.44948,0:19,0:40,1:32,3:33,58.0,95.9,99.9,-4.0
2025-01-25,18.313018798828125,4233.0,22.529,29940.0,15.0,35.0,50.0,137.0,0.0,471.0,5316.0,7.3914,0:19,0:40,1:32,3:33,92.0,94.1,89.0,5.1
2025-01-26,489.06878662109375,27127.0,64.771,29106.0,12.0,33.0,49.0,176.0,0.0,1678.0,22874.0,21.25033,0:19,0:40,1:32,3:32,84.0,103.4,142.3,-38.9
2025-01-27,3.29473876953125,4959.0,9.967,22920.0,31.0,22.0,51.0,106.0,0.0,284.0,6337.0,3.27001,0:19,0:40,1:32,3:32,77.0,101.0,123.8,-22.7
2025-01-28,130.9272918701172,11966.0,122.309,27378.0,27.0,28.0,51.0,164.0,0.0,681.0,12016.0,40.12762,0:19,0:40,1:32,3:33,70.0,101.7,124.7,-23.0
2025-01-29,155.70492553710938,15462.0,117.69,22348.0,11.0,32.0,51.0,166.0,0.0,1124.0,15445.0,38.6122,0:19,0:40,1:32,3:32,75.0,103.0,128.8,-25.8
2025-01-30,0.0,3590.0,12.94,27240.0,34.0,26.0,55.0,99.0,0.0,93.0,4587.0,4.24541,0:19,0:40,1:32,3:32,61.0,100.6,111.7,-11.1
2025-01-31,9.1824951171875,4775.0,17.191,22500.0,34.0,23.0,48.0,125.0,0.0,347.0,5891.0,5.64009,0:19,0:40,1:32,3:32,85.0,98.4,98.0,0.4
2025-02-01,288.29931640625,30721.0,1388.224,24240.0,9.0,35.0,51.0,187.0,0.0,2217.0,36477.0,455.45407,0:19,0:40,1:32,3:27,76.0,102.9,123.4,-20.5
2025-02-02,20.989044189453125,10662.0,33.528,27586.0,19.0,31.0,54.0,137.0,0.0,644.0,13583.0,11.0,0:19,0:40,1:32,3:28,77.0,101.0,109.7,-8.8
2025-02-03,99.36532592773438,14123.0,76.212,24653.0,40.0,22.0,49.0,154.0,0.0,721.0,15163.0,25.00394,0:19,0:40,1:32,3:27,68.0,100.9,108.4,-7.4
2025-02-04,169.41421508789062,16678.0,68.623,24000.0,14.0,25.0,45.0,157.0,0.0,873.0,16738.0,22.51411,0:19,0:40,1:32,3:27,85.0,102.5,116.5,-13.9
2025-02-05,14.5767822265625,3529.0,10.609,26040.0,30.0,24.0,52.0,140.0,0.0,338.0,4197.0,3.48064,0:19,0:40,1:32,3:27,75.0,100.5,102.9,-2.4
2025-02-06,0.0,4008.0,11.014,24300.0,27.0,24.0,47.0,118.0,0.0,154.0,5122.0,3.61352,0:19,0:40,1:32,3:27,84.0,98.1,89.2,8.9
2025-02-07,155.27587890625,14336.0,126.698,22765.0,5.0,36.0,49.0,163.0,0.0,1007.0,14160.0,41.56759,0:19,0:40,1:32,3:27,79.0,99.5,98.0,1.4
2025-02-08,343.35020446777344,31165.0,545.712,28560.0,5.0,51.0,53.0,167.0,0.0,2085.0,29456.0,179.03937,0:19,0:40,1:31,3:22,61.0,105.2,130.7,-25.5
2025-02-09,12.970016479492188,3860.0,12.192,30240.0,25.0,32.0,53.0,134.0,0.0,368.0,4932.0,4.0,0:19,0:40,1:32,3:23,61.0,103.0,115.0,-12.0
2025-02-10,0.0,6986.0,13.615,24660.0,30.0,24.0,50.0,125.0,0.0,264.0,8673.0,4.46686,0:19,0:40,1:32,3:23,75.0,100.6,99.7,0.9
2025-02-11,150.8292694091797,15900.0,77.711,24240.0,19.0,30.0,48.0,154.0,0.0,816.0,15885.0,25.49573,0:19,0:40,1:31,3:22,83.0,101.8,106.5,-4.7
2025-02-12,172.8885955810547,12627.0,90.678,22644.0,31.0,25.0,50.0,167.0,0.0,903.0,12138.0,29.75,0:19,0:40,1:31,3:22,83.0,103.5,115.3,-11.9
2025-02-13,0.0,2823.0,9.144,23735.0,39.0,17.0,47.0,101.0,0.0,81.0,3607.0,3.0,0:19,0:40,1:31,3:22,85.0,101.0,100.0,1.0
2025-02-14,139.71755981445312,14681.0,98.02,22800.0,17.0,28.0,49.0,173.0,0.0,777.0,14749.0,32.15879,0:19,0:40,1:31,3:22,80.0,101.9,105.3,-3.3
2025-02-15,15.538482666015623,5347.0,17.43,24360.0,5.0,45.0,54.0,141.0,0.0,513.0,6832.0,5.7185,0:19,0:40,1:32,3:23,40.0,99.9,93.3,6.6
2025-02-16,337.6669616699219,26585.0,1271.993,26760.0,10.0,30.0,50.0,185.0,0.0,2153.0,30164.0,417.32054,0:19,0:40,1:31,3:22,87.0,105.5,125.9,-20.4
2025-02-17,0.0,3957.0,1.989,25876.0,40.0,21.0,52.0,97.0,0.0,150.0,5056.0,0.65256,0:19,0:40,1:31,3:22,77.0,103.0,109.1,-6.1
2025-02-18,151.79867553710938,15415.0,86.682,25260.0,30.0,25.0,48.0,159.0,0.0,880.0,15719.0,28.43898,0:19,0:40,1:31,3:22,87.0,104.2,114.8,-10.6
2025-02-19,149.61572265625,11925.0,89.802,21864.0,16.0,32.0,48.0,176.0,0.0,822.0,11792.0,29.4626,0:19,0:40,1:31,3:22,77.0,105.2,119.4,-14.2
2025-02-20,0.0,2810.0,0.0,26700.0,46.0,20.0,49.0,106.0,0.0,99.0,3591.0,0.0,0:19,0:40,1:31,3:22,87.0,102.8,103.5,-0.8
2025-02-21,188.89065551757807,15956.0,79.248,21840.0,19.0,30.0,49.0,179.0,0.0,929.0,15723.0,26.0,0:19,0:40,1:31,3:22,73.0,104.8,114.9,-10.1
2025-02-22,26.37677001953125,7025.0,10.718,29040.0,35.0,27.0,50.0,136.0,0.0,687.0,8962.0,3.5164,0:19,0:40,1:31,3:22,80.0,102.9,103.1,-0.2
2025-02-23,336.0137939453125,31790.0,789.432,28369.0,19.0,27.0,45.0,172.0,0.0,2075.0,31635.0,259.0,0:19,0:40,1:31,3:22,95.0,108.4,134.1,-25.7
2025-02-24,0.0,2652.0,4.113,27900.0,48.0,17.0,49.0,93.0,0.0,55.0,3389.0,1.34941,0:19,0:40,1:31,3:22,81.0,105.9,116.3,-10.4
2025-02-25,118.93698120117188,12188.0,79.248,23938.0,26.0,25.0,48.0,167.0,0.0,689.0,11796.0,26.0,0:19,0:40,1:31,3:22,87.0,106.2,116.6,-10.4
2025-02-26,13.677871704101562,4177.0,11.54,21780.0,44.0,20.0,50.0,125.0,0.0,317.0,5182.0,3.78609,0:19,0:40,1:31,3:22,72.0,104.0,102.9,1.1
2025-02-27,143.36744689941406,15305.0,91.601,23280.0,29.0,24.0,46.0,164.0,0.0,804.0,15205.0,30.05282,0:19,0:40,1:31,3:21,79.0,104.9,108.3,-3.4
2025-02-28,197.62545776367188,16700.0,81.463,21480.0,20.0,26.0,48.0,175.0,0.0,857.0,16677.0,26.72671,0:19,0:40,1:31,3:21,77.0,107.1,120.2,-13.1
2025-03-01,9.391403198242188,9729.0,19.945,26314.0,17.0,33.0,51.0,122.0,0.0,818.0,12359.0,6.54364,0:19,0:40,1:31,3:21,60.0,104.8,105.4,-0.6
2025-03-02,157.6156005859375,17291.0,421.421,24660.0,18.0,33.0,48.0,173.0,0.0,1113.0,18168.0,138.26148,0:19,0:40,1:31,3:20,80.0,106.1,112.4,-6.3
2025-03-03,0.0,2424.0,2.117,26580.0,51.0,18.0,50.0,97.0,0.0,83.0,3097.0,0.69455,0:19,0:40,1:31,3:20,87.0,103.6,97.4,6.1
2025-03-04,7.28826904296875,4292.0,18.83,22560.0,25.0,22.0,48.0,124.0,0.0,270.0,5485.0,6.17782,0:19,0:40,1:31,3:20,81.0,101.3,85.4,15.9
2025-03-05,123.77081298828124,12126.0,71.763,26360.0,29.0,32.0,48.0,170.0,0.0,665.0,11933.0,23.54429,0:19,0:40,1:30,3:20,77.0,101.8,90.5,11.3
2025-03-06,148.91934204101562,11918.0,88.392,22860.0,31.0,27.0,47.0,161.0,0.0,672.0,11814.0,29.0,0:19,0:40,1:30,3:20,85.0,102.9,98.3,4.6
2025-03-07,0.0,2616.0,2.091,25860.0,44.0,21.0,47.0,102.0,0.0,91.0,3343.0,0.68602,0:19,0:40,1:30,3:20,82.0,100.5,85.2,15.3
2025-03-08,384.9691009521485,33617.0,348.916,22920.0,5.0,46.0,50.0,167.0,0.0,2129.0,29782.0,114.47375,0:19,0:40,1:30,3:19,79.0,107.2,125.1,-17.9
2025-03-09,13.144729614257812,10067.0,42.775,22200.0,7.0,37.0,52.0,129.0,0.0,732.0,12855.0,14.03379,0:19,0:40,1:30,3:19,69.0,105.0,110.2,-5.2
2025-03-10,0.0,2906.0,6.924,28440.0,55.0,17.0,50.0,94.0,0.0,53.0,3713.0,2.27165,0:19,0:40,1:30,3:19,66.0,102.5,95.5,7.0
2025-03-11,190.74868774414065,16310.0,76.199,23460.0,19.0,32.0,47.0,167.0,0.0,910.0,16050.0,24.99967,0:19,0:40,1:30,3:19,93.0,104.6,108.2,-3.6
2025-03-12,10.227096557617188,6627.0,25.133,25200.0,8.0,38.0,53.0,120.0,0.0,522.0,8461.0,8.24573,0:19,0:40,1:30,3:19,72.0,102.4,95.2,7.2
2025-03-13,234.8340301513672,18323.0,89.592,20100.0,12.0,33.0,50.0,163.0,0.0,1030.0,16870.0,29.3937,0:19,0:40,1:30,3:18,66.0,105.5,113.8,-8.3
2025-03-14,11.843719482421877,6794.0,14.468,22680.0,23.0,26.0,49.0,126.0,0.0,423.0,8528.0,4.74672,0:19,0:40,1:30,3:18,83.0,103.3,100.2,3.1
2025-03-15,8.36700439453125,2610.0,18.288,24300.0,40.0,32.0,54.0,124.0,0.0,272.0,3335.0,6.0,0:19,0:40,1:30,3:19,43.0,101.1,88.0,13.1
